_c0,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
1345,289938,ถนน,91,กรุงเทพมหานคร,ถนนยุบเป็นหลุม(ก่อนหน้านี้เคยแจ้งเรื่องแล้วซ่อมแก้ไขไป1รอบแล้ว แต่ว่ามีการยุบซ้ำ),2022-C26MHC,"['100.40387', '13.70939']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/313d3c9eb16f865dfb185e3e95873aa606c031a1.jpg,,463 เพชรเกษม 49 แขวง หลักสอง เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแคเหนือ,กรุงเทพมหานคร,2022-12-08 02:28:23.243594+00,{ถนน},inprogress,,0,กำลังดำเนินการ
1392,289860,ทางเท้า,12,กรุงเทพมหานคร,ท่อน้ำส่งกลิ่นเหม็นมาก แจ้งหลายครั้งที่เขตและเพจนี้ แต่ก้อไม่มีอะไรดีขึ้น  มาล้างฟุตบาทบ้าง แต่มันไม่ดีขึ้นเลย มีวิธีช่วยประชาชนวิธีอื่นที่นอกเหนือจากการแค่มาล้างฟุตบาทแบบลวกๆไหม,2022-7GZFBE,"['100.53211', '13.80610']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2124ae2f62f509575946d500dbb501591ce1c9e0.jpg,,551/8 ซอย สามแยกเตาปูน ถนน ประชาราษฎร์ สาย 2 แขวง บางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,2022-12-08 01:00:31.87747+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
1428,289798,"ทางเท้า,ความปลอดภัย,ร้องเรียน",6,กรุงเทพมหานคร,ตามเรื่อง 2022-HVG88D,,,,,,,,,,,,,,
338,291706,,12,กรุงเทพมหานคร,กล้องวงจรปิดเสีย1ตัว,2022-LDAYBG,"['100.45851', '13.79617']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f53c3fc393cfa67978894183b4281f829b123b0f.jpg,,57 ซอย สวนผัก 6 แขวง ตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,2022-12-10 10:46:55.582956+00,{},inprogress,,0,รอรับเรื่อง
ลดระดับลงมา 30-40% ให้คนออกแบบ,,,,,,,,,,,,,,,,,,,
1246,290129,"สะพาน,ความปลอดภัย",12,กรุงเทพมหานคร,ช่วย เเก้ไขสะพานทีครับ อันตรายมากกก,2022-EL3QQY,"['100.89379', '13.84886']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c8f0b88cb0ecb249dba54778ac6cae5f148687ba.jpg,,24 สังฆสันติสุข 61 แขวง กระทุ่มราย เขต หนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,หนองจอก,กระทุ่มราย,กรุงเทพมหานคร,2022-12-08 06:24:09.969392+00,"{สะพาน,ความปลอดภัย}",inprogress,,0,กำลังดำเนินการ
3,292259,"แสงสว่าง,สะพาน",12,กรุงเทพมหานคร,โคมไฟส่องสว่างหลอด LED ดับทุกดวงตลอดแนวทั้งสะพาน บนสะพานลอยรถข้ามแยก พระรามที่ 3 ตัดกับทางขึ้นสะพานภูมิพล (แยกวงแหวนอุตสาหกรรม) ตามแนว ถ.พระรามที่ 3 ฝั่งขาเข้า (เริ่มดับ เมื่อ 16 พ.ย. 65),,,,,,,,,,,,,,
"3. ระยะร่นต่างๆจากด้านถนนไม่ถูกต้องตามกฎหมาย ไม่ใช่อาคารเดิมที่มีการปลูกสร้างมาก่อน  เป็นอาคารใหม่ที่ปลูกสร้างใหม่ จึงต้องทำระยะร่นจากถนนให้ถูกต้อง\"",2022-NP6QHE,"['100.52582', '13.72316']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a08f3ce972ad57c48b2760bb233af03781ceca7d.jpg,,122 ซ. สาทร 12 แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,บางรัก,สีลม,กรุงเทพมหานคร,2022-12-11 06:39:46.826507+00,{ถนน},report,,0,รอรับเรื่อง,,,,,
157,291982,,12,กรุงเทพมหานคร,มีการทำงานที่โครงการ Rtwo ในวันอาทิตย์ ซึ่งตามกฎ EIA ห้ามทำงานในวันหยุด เพื่อไม่ให้รบกวนประชาชน,2022-CDVRZT,"['100.50875', '13.72640']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d557106cef28e018d71583446792cca4eb2affa4.jpg,,116 ซอย เจริญนคร แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,2022-12-11 03:28:34.423125+00,{},inprogress,,0,รอรับเรื่อง
269,291799,"ถนน,สะพาน,แสงสว่าง",91,กรุงเทพมหานคร,ลงจากสะพานสาทร เป็นทางโค้งของรถ ซึ่งมากันเร็วมากพอควร แต่มีทางม้าลายซึ่งมืดมากอยู่ตรงนั้น ทำให้คนข้ามเสี่ยงอันตรายมากครับ,2022-LFP746,"['100.51877', '13.71885']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/67663c6512ea0642921e592829e1ac4fe5b923e7.jpg,,162 ถ. สาทรเหนือ แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,บางรัก,สีลม,กรุงเทพมหานคร,2022-12-10 13:12:24.490108+00,"{ถนน,สะพาน,แสงสว่าง}",report,,0,รอรับเรื่อง
381,291652,,12,กรุงเทพมหานคร,หาบเร่แผงลอยหน้าสวนเบญจกิติยังขายสินค้ากันทุกวัน ไม่มีเจ้าหน้าที่ดูแล โดยเฉพาะช่วง 5-6 โมงเย็น กรุณามาดูด้วยตาของท่านเอง,2022-MFVNKE,"['100.56832', '13.73123']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f7dc47ced64f8c1f5517a99cbff74347a5958c37.jpg,,อุทยานเบญจสิริ แขวง คลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองตัน,กรุงเทพมหานคร,2022-12-10 08:57:14.958913+00,{},inprogress,,0,กำลังดำเนินการ
เนื่องจากพบเจอบุคคลในภาพดังกล่าว ผู้ชาย ผอม ผิวคล้ำ หน้าตามอมแมม สวมชุดดำ น่าจะเดินมาจากบริเวณใต้สะพานหัวช้าง มุ่งหน้าไปทางวีโฮเทล เวลาประมาณ 13.17-13.25 น. วันนี้ (10 ธ.ค.2565) โดยบุคคลดังกล่าวมีพฤติกรรมจู่โจมเข้ามาจะจับที่ขา หรือข้อเท้าผู้หญิง ซึ่ง,,,,,,,,,,,,,,,,,,,
2. เมื่อซากรถจอดได้ รถคันอื่นจึงจอดตาม นั้นทำให้เกิดปัญหาซ้ำซากในซอย อันกระทบต่อการสัญจร,,,,,,,,,,,,,,,,,,,
482,291527,แสงสว่าง,12,กรุงเทพมหานคร,ไฟถนนเสีย,2022-6FN6LP,"['100.60502', '13.69766']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ebac1d605f8782becd902029408bebd228fdc2a9.jpg,,199 ซอย สุขุมวิท 95/1 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-10 06:17:02.74266+00,{แสงสว่าง},inprogress,,0,รอรับเรื่อง
"ผู้แสดงตนมีอิทธิพลแผงลอยบนถนนข้าวสาร แสดงความป่าเถื่อนต่อเทศกิจ ขณะปฎิบัติหน้าที่\"",2022-3M6RXG,"['100.49781', '13.75864']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f07331cc001e5594ed5dfa79da704db350154157.jpg,,190 ถนนข้าวสาร แขวง ตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,พระนคร,ตลาดยอด,กรุงเทพมหานคร,2022-12-10 05:41:58.842024+00,{ถนน},report,,0,รอรับเรื่อง,,,,,
766,291141,"จราจร,ร้องเรียน",91,กรุงเทพมหานคร,รถติดทุกเย็น โดยเฉพาะวันศุกร์ มันเกิดจากอะไรคะ? แล้วจะมีการแก้ไขบ้างไหม ตำรวจจราจรไม่มีสักนาย แล้วไฟแดงนี่ปล่อยตามใจตัวใครตัวมันหรือเปล่าคะ? รู้ไหมว่ามันติดยาวขนาดไหน ช่วยมาดูแลหน่อยนะคะ ติดแบบนี้ทุกวันจะปล่อยให้มันเป็นตลอดปีตลอดชาติเลยเหรอ เกินไปหรือเปล่า ประชาชนเดือดร้อน,2022-LLKGM8,"['100.74926', '13.72802']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b8e6f9265664c6e42ae42565e5efef8a06949223.jpg,,สถานีลาดกระบัง แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,คลองสามประเวศ,กรุงเทพมหานคร,2022-12-09 11:42:23.094612+00,"{จราจร,ร้องเรียน}",inprogress,,0,รอรับเรื่อง
